,season,round,circuit_id,raceName,url,LAT,LONG,locality,country,date,time
343,1981,2,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1981-03-29,
344,1981,3,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1981-04-12,
345,1981,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1981-05-03,
346,1981,5,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1981-05-17,
347,1981,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1981-05-31,
348,1981,7,jarama,Spanish Grand Prix,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,40.6171,-3.58558,Madrid,Spain,1981-06-21,
349,1981,8,dijon,French Grand Prix,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,47.3625,4.89913,Dijon,France,1981-07-05,
350,1981,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1981-07-18,
351,1981,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1981-08-02,
352,1981,11,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1981-08-16,
353,1981,12,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1981-08-30,
354,1981,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1981-09-13,
355,1981,14,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1981-09-27,
356,1981,15,las_vegas,Caesars Palace Grand Prix,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,36.1162,-115.174,Nevada,USA,1981-10-17,
357,1982,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1982-01-23,
358,1982,2,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1982-03-21,
359,1982,3,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1982-04-04,
360,1982,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1982-04-25,
361,1982,5,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1982-05-09,
362,1982,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1982-05-23,
363,1982,7,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1982-06-06,
364,1982,8,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1982-06-13,
365,1982,9,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1982-07-03,
366,1982,10,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,51.3569,0.263056,Kent,UK,1982-07-18,
367,1982,11,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1982-07-25,
368,1982,12,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1982-08-08,
369,1982,13,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1982-08-15,
370,1982,14,dijon,Swiss Grand Prix,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,47.3625,4.89913,Dijon,France,1982-08-29,
371,1982,15,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1982-09-12,
372,1982,16,las_vegas,Caesars Palace Grand Prix,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,36.1162,-115.174,Nevada,USA,1982-09-25,
373,1983,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1983-03-13,
374,1983,2,long_beach,United States Grand Prix West,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,33.7651,-118.189,California,USA,1983-03-27,
375,1983,3,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1983-04-17,
376,1983,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1983-05-01,
377,1983,5,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1983-05-15,
378,1983,6,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1983-05-22,
379,1983,7,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1983-06-05,
380,1983,8,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1983-06-12,
381,1983,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1983_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1983-07-16,
382,1983,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1983-08-07,
383,1983,11,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1983-08-14,
384,1983,12,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1983-08-28,
385,1983,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1983-09-11,
386,1983,14,brands_hatch,European Grand Prix,http://en.wikipedia.org/wiki/1983_European_Grand_Prix,51.3569,0.263056,Kent,UK,1983-09-25,
387,1983,15,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1983-10-15,
388,1984,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1984-03-25,
389,1984,2,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1984-04-07,
390,1984,3,zolder,Belgian Grand Prix,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,50.9894,5.25694,Heusden-Zolder,Belgium,1984-04-29,
391,1984,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1984-05-06,
392,1984,5,dijon,French Grand Prix,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,47.3625,4.89913,Dijon,France,1984-05-20,
393,1984,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1984-06-03,
394,1984,7,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1984-06-17,
395,1984,8,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1984-06-24,
396,1984,9,dallas,Dallas Grand Prix,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,32.7774,-96.7587,Dallas,USA,1984-07-08,
397,1984,10,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,51.3569,0.263056,Kent,UK,1984-07-22,
398,1984,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1984-08-05,
399,1984,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1984-08-19,
400,1984,13,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1984-08-26,
401,1984,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1984-09-09,
402,1984,15,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1984-10-07,
403,1984,16,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1984-10-21,
404,1985,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1985-04-07,
405,1985,2,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1985-04-21,
406,1985,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1985-05-05,
407,1985,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1985-05-19,
408,1985,5,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1985-06-16,
409,1985,6,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1985-06-23,
410,1985,7,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1985-07-07,
411,1985,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1985-07-21,
412,1985,9,nurburgring,German Grand Prix,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1985-08-04,
413,1985,10,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1985-08-18,
414,1985,11,zandvoort,Dutch Grand Prix,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,52.3888,4.54092,Zandvoort,Netherlands,1985-08-25,
415,1985,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1985-09-08,
416,1985,13,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1985-09-15,
417,1985,14,brands_hatch,European Grand Prix,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,51.3569,0.263056,Kent,UK,1985-10-06,
418,1985,15,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1985-10-19,
419,1985,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1985-11-03,
420,1986,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1986-03-23,
421,1986,2,jerez,Spanish Grand Prix,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1986-04-13,
422,1986,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1986-04-27,
423,1986,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1986-05-11,
424,1986,5,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1986-05-25,
425,1986,6,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1986-06-15,
426,1986,7,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1986-06-22,
427,1986,8,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1986-07-06,
428,1986,9,brands_hatch,British Grand Prix,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,51.3569,0.263056,Kent,UK,1986-07-13,
429,1986,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1986-07-27,
430,1986,11,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1986-08-10,
431,1986,12,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1986-08-17,
432,1986,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1986-09-07,
433,1986,14,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1986-09-21,
434,1986,15,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1986-10-12,
435,1986,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1986-10-26,
436,1987,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1987-04-12,
437,1987,2,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1987-05-03,
438,1987,3,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1987-05-17,
439,1987,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1987-05-31,
440,1987,5,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1987-06-21,
441,1987,6,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1987-07-05,
442,1987,7,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1987-07-12,
443,1987,8,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1987-07-26,
444,1987,9,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1987-08-09,
445,1987,10,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1987-08-16,
446,1987,11,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1987-09-06,
447,1987,12,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1987-09-20,
448,1987,13,jerez,Spanish Grand Prix,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1987-09-27,
449,1987,14,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1987-10-18,
450,1987,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1987-11-01,
451,1987,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1987-11-15,
452,1988,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1988-04-03,
453,1988,2,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1988-05-01,
454,1988,3,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1988-05-15,
455,1988,4,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1988-05-29,
456,1988,5,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1988-06-12,
457,1988,6,detroit,Detroit Grand Prix,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,42.3298,-83.0401,Detroit,USA,1988-06-19,
458,1988,7,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1988-07-03,
459,1988,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1988-07-10,
460,1988,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1988-07-24,
461,1988,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1988-08-07,
462,1988,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1988-08-28,
463,1988,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1988-09-11,
464,1988,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1988-09-25,
465,1988,14,jerez,Spanish Grand Prix,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1988-10-02,
466,1988,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1988-10-30,
467,1988,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1988-11-13,
468,1989,1,jacarepagua,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,-22.9756,-43.395,Rio de Janeiro,Brazil,1989-03-26,
469,1989,2,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1989-04-23,
470,1989,3,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1989-05-07,
471,1989,4,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1989-05-28,
472,1989,5,phoenix,United States Grand Prix,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,33.4479,-112.075,Phoenix,USA,1989-06-04,
473,1989,6,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1989-06-18,
474,1989,7,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1989-07-09,
475,1989,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1989-07-16,
476,1989,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1989-07-30,
477,1989,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1989-08-13,
478,1989,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1989-08-27,
479,1989,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1989-09-10,
480,1989,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1989-09-24,
481,1989,14,jerez,Spanish Grand Prix,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1989-10-01,
482,1989,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1989-10-22,
483,1989,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1989-11-05,
484,1990,1,phoenix,United States Grand Prix,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,33.4479,-112.075,Phoenix,USA,1990-03-11,
485,1990,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1990-03-25,
486,1990,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1990-05-13,
487,1990,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1990-05-27,
488,1990,5,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1990-06-10,
489,1990,6,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1990-06-24,
490,1990,7,ricard,French Grand Prix,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,43.2506,5.79167,Le Castellet,France,1990-07-08,
491,1990,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1990-07-15,
492,1990,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1990-07-29,
493,1990,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1990-08-12,
494,1990,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1990-08-26,
495,1990,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1990-09-09,
496,1990,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1990-09-23,
497,1990,14,jerez,Spanish Grand Prix,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1990-09-30,
498,1990,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1990-10-21,
499,1990,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1990-11-04,
500,1991,1,phoenix,United States Grand Prix,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,33.4479,-112.075,Phoenix,USA,1991-03-10,
501,1991,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1991-03-24,
502,1991,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1991-04-28,
503,1991,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1991-05-12,
504,1991,5,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1991-06-02,
505,1991,6,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1991-06-16,
506,1991,7,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1991-07-07,
507,1991,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1991-07-14,
508,1991,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1991-07-28,
509,1991,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1991-08-11,
510,1991,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1991-08-25,
511,1991,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1991-09-08,
