,season,Round,date,circuit_id,driver,DATE_of_birth,nationality,constructor,GriD,tIME,Status,points,podium
15525,1997,17,1997-10-26,jerez,diniz,1970-05-22,Brazilian,arrows,13,,Spun off,0,22
15526,1998,1,1998-03-08,albert_park,hakkinen,1968-09-28,Finnish,mclaren,1,5506000.0,Finished,10,1
15527,1998,1,1998-03-08,albert_park,coulthard,1971-03-27,British,mclaren,2,5506702.0,Finished,6,2
15528,1998,1,1998-03-08,albert_park,frentzen,1967-05-18,German,williams,6,,+1 Lap,4,3
15529,1998,1,1998-03-08,albert_park,irvine,1965-11-10,British,ferrari,8,,+1 Lap,3,4
15530,1998,1,1998-03-08,albert_park,villeneuve,1971-04-09,Canadian,williams,4,,+1 Lap,2,5
15531,1998,1,1998-03-08,albert_park,herbert,1964-06-25,British,sauber,5,,+1 Lap,1,6
15532,1998,1,1998-03-08,albert_park,wurz,1974-02-15,Austrian,benetton,11,,+1 Lap,0,7
15533,1998,1,1998-03-08,albert_park,damon_hill,1960-09-17,British,jordan,10,,+1 Lap,0,8
15534,1998,1,1998-03-08,albert_park,panis,1966-09-02,French,prost,21,,+1 Lap,0,9
15535,1998,1,1998-03-08,albert_park,fisichella,1973-01-14,Italian,benetton,7,,Broken wing,0,10
15536,1998,1,1998-03-08,albert_park,alesi,1964-06-11,French,sauber,12,,Engine,0,11
15537,1998,1,1998-03-08,albert_park,trulli,1974-07-13,Italian,prost,15,,Gearbox,0,12
15538,1998,1,1998-03-08,albert_park,rosset,1968-07-27,Brazilian,tyrrell,19,,Gearbox,0,13
15539,1998,1,1998-03-08,albert_park,salo,1966-11-30,Finnish,arrows,16,,Gearbox,0,14
15540,1998,1,1998-03-08,albert_park,tuero,1978-04-22,Argentine,minardi,17,,Engine,0,15
15541,1998,1,1998-03-08,albert_park,nakano,1971-04-01,Japanese,minardi,22,,Halfshaft,0,16
15542,1998,1,1998-03-08,albert_park,michael_schumacher,1969-01-03,German,ferrari,3,,Engine,0,17
15543,1998,1,1998-03-08,albert_park,diniz,1970-05-22,Brazilian,arrows,20,,Gearbox,0,18
15544,1998,1,1998-03-08,albert_park,ralf_schumacher,1975-06-30,German,jordan,9,,Collision,0,19
15545,1998,1,1998-03-08,albert_park,magnussen,1973-07-04,Danish,stewart,18,,Collision,0,20
15546,1998,1,1998-03-08,albert_park,takagi,1974-02-12,Japanese,tyrrell,13,,Spun off,0,21
15547,1998,1,1998-03-08,albert_park,barrichello,1972-05-23,Brazilian,stewart,14,,Gearbox,0,22
15548,1998,2,1998-03-29,interlagos,hakkinen,1968-09-28,Finnish,mclaren,1,5832200.0,Finished,10,1
15549,1998,2,1998-03-29,interlagos,coulthard,1971-03-27,British,mclaren,2,5833302.0,Finished,6,2
15550,1998,2,1998-03-29,interlagos,michael_schumacher,1969-01-03,German,ferrari,4,5892750.0,Finished,4,3
15551,1998,2,1998-03-29,interlagos,wurz,1974-02-15,Austrian,benetton,5,5899653.0,Finished,3,4
15552,1998,2,1998-03-29,interlagos,frentzen,1967-05-18,German,williams,3,,+1 Lap,2,5
15553,1998,2,1998-03-29,interlagos,fisichella,1973-01-14,Italian,benetton,7,,+1 Lap,1,6
15554,1998,2,1998-03-29,interlagos,villeneuve,1971-04-09,Canadian,williams,10,,+1 Lap,0,7
15555,1998,2,1998-03-29,interlagos,irvine,1965-11-10,British,ferrari,6,,+1 Lap,0,8
15556,1998,2,1998-03-29,interlagos,alesi,1964-06-11,French,sauber,15,,+1 Lap,0,9
15557,1998,2,1998-03-29,interlagos,magnussen,1973-07-04,Danish,stewart,16,,+2 Laps,0,10
15558,1998,2,1998-03-29,interlagos,herbert,1964-06-25,British,sauber,14,,Injury,0,11
15559,1998,2,1998-03-29,interlagos,damon_hill,1960-09-17,British,jordan,11,,Disqualified,0,12
15560,1998,2,1998-03-29,interlagos,panis,1966-09-02,French,prost,9,,Engine,0,13
15561,1998,2,1998-03-29,interlagos,barrichello,1972-05-23,Brazilian,stewart,13,,Gearbox,0,14
15562,1998,2,1998-03-29,interlagos,rosset,1968-07-27,Brazilian,tyrrell,21,,Gearbox,0,15
15563,1998,2,1998-03-29,interlagos,tuero,1978-04-22,Argentine,minardi,19,,Throttle,0,16
15564,1998,2,1998-03-29,interlagos,diniz,1970-05-22,Brazilian,arrows,22,,Gearbox,0,17
15565,1998,2,1998-03-29,interlagos,takagi,1974-02-12,Japanese,tyrrell,17,,Engine,0,18
15566,1998,2,1998-03-29,interlagos,salo,1966-11-30,Finnish,arrows,20,,Engine,0,19
15567,1998,2,1998-03-29,interlagos,trulli,1974-07-13,Italian,prost,12,,Fuel pump,0,20
15568,1998,2,1998-03-29,interlagos,nakano,1971-04-01,Japanese,minardi,18,,Spun off,0,21
15569,1998,2,1998-03-29,interlagos,ralf_schumacher,1975-06-30,German,jordan,8,,Spun off,0,22
15570,1998,3,1998-04-12,galvez,michael_schumacher,1969-01-03,German,ferrari,2,6516100.0,Finished,10,1
15571,1998,3,1998-04-12,galvez,hakkinen,1968-09-28,Finnish,mclaren,3,6538998.0,Finished,6,2
15572,1998,3,1998-04-12,galvez,irvine,1965-11-10,British,ferrari,4,6573845.0,Finished,4,3
15573,1998,3,1998-04-12,galvez,wurz,1974-02-15,Austrian,benetton,8,6584234.0,Finished,3,4
15574,1998,3,1998-04-12,galvez,alesi,1964-06-11,French,sauber,11,6594386.0,Finished,2,5
15575,1998,3,1998-04-12,galvez,coulthard,1971-03-27,British,mclaren,1,6595851.0,Finished,1,6
15576,1998,3,1998-04-12,galvez,fisichella,1973-01-14,Italian,benetton,10,6604537.0,Finished,0,7
15577,1998,3,1998-04-12,galvez,damon_hill,1960-09-17,British,jordan,9,,+1 Lap,0,8
15578,1998,3,1998-04-12,galvez,frentzen,1967-05-18,German,williams,6,,+1 Lap,0,9
15579,1998,3,1998-04-12,galvez,barrichello,1972-05-23,Brazilian,stewart,14,,+2 Laps,0,10
15580,1998,3,1998-04-12,galvez,trulli,1974-07-13,Italian,prost,16,,+2 Laps,0,11
15581,1998,3,1998-04-12,galvez,takagi,1974-02-12,Japanese,tyrrell,13,,+2 Laps,0,12
15582,1998,3,1998-04-12,galvez,nakano,1971-04-01,Japanese,minardi,19,,+3 Laps,0,13
15583,1998,3,1998-04-12,galvez,rosset,1968-07-27,Brazilian,tyrrell,21,,+4 Laps,0,14
15584,1998,3,1998-04-12,galvez,panis,1966-09-02,French,prost,15,,Engine,0,15
15585,1998,3,1998-04-12,galvez,tuero,1978-04-22,Argentine,minardi,20,,Spun off,0,16
15586,1998,3,1998-04-12,galvez,villeneuve,1971-04-09,Canadian,williams,7,,Collision,0,17
15587,1998,3,1998-04-12,galvez,herbert,1964-06-25,British,sauber,12,,Collision,0,18
15588,1998,3,1998-04-12,galvez,ralf_schumacher,1975-06-30,German,jordan,5,,Suspension,0,19
15589,1998,3,1998-04-12,galvez,salo,1966-11-30,Finnish,arrows,17,,Gearbox,0,20
15590,1998,3,1998-04-12,galvez,magnussen,1973-07-04,Danish,stewart,22,,Transmission,0,21
15591,1998,3,1998-04-12,galvez,diniz,1970-05-22,Brazilian,arrows,18,,Gearbox,0,22
15592,1998,4,1998-04-26,imola,coulthard,1971-03-27,British,mclaren,1,5665400.0,Finished,10,1
15593,1998,4,1998-04-26,imola,michael_schumacher,1969-01-03,German,ferrari,3,5669954.0,Finished,6,2
15594,1998,4,1998-04-26,imola,irvine,1965-11-10,British,ferrari,4,5717175.0,Finished,4,3
15595,1998,4,1998-04-26,imola,villeneuve,1971-04-09,Canadian,williams,6,5719990.0,Finished,3,4
15596,1998,4,1998-04-26,imola,frentzen,1967-05-18,German,williams,8,5742876.0,Finished,2,5
15597,1998,4,1998-04-26,imola,alesi,1964-06-11,French,sauber,12,,+1 Lap,1,6
15598,1998,4,1998-04-26,imola,ralf_schumacher,1975-06-30,German,jordan,9,,+2 Laps,0,7
15599,1998,4,1998-04-26,imola,tuero,1978-04-22,Argentine,minardi,19,,+2 Laps,0,8
15600,1998,4,1998-04-26,imola,salo,1966-11-30,Finnish,arrows,14,,+2 Laps,0,9
15601,1998,4,1998-04-26,imola,damon_hill,1960-09-17,British,jordan,7,,Hydraulics,0,10
15602,1998,4,1998-04-26,imola,panis,1966-09-02,French,prost,13,,+6 Laps,0,11
15603,1998,4,1998-04-26,imola,rosset,1968-07-27,Brazilian,tyrrell,22,,Engine,0,12
15604,1998,4,1998-04-26,imola,takagi,1974-02-12,Japanese,tyrrell,15,,Engine,0,13
15605,1998,4,1998-04-26,imola,trulli,1974-07-13,Italian,prost,16,,Throttle,0,14
15606,1998,4,1998-04-26,imola,nakano,1971-04-01,Japanese,minardi,21,,Engine,0,15
15607,1998,4,1998-04-26,imola,diniz,1970-05-22,Brazilian,arrows,18,,Engine,0,16
15608,1998,4,1998-04-26,imola,hakkinen,1968-09-28,Finnish,mclaren,2,,Gearbox,0,17
15609,1998,4,1998-04-26,imola,fisichella,1973-01-14,Italian,benetton,10,,Spun off,0,18
15610,1998,4,1998-04-26,imola,wurz,1974-02-15,Austrian,benetton,5,,Engine,0,19
15611,1998,4,1998-04-26,imola,herbert,1964-06-25,British,sauber,11,,Puncture,0,20
15612,1998,4,1998-04-26,imola,magnussen,1973-07-04,Danish,stewart,20,,Transmission,0,21
15613,1998,4,1998-04-26,imola,barrichello,1972-05-23,Brazilian,stewart,17,,Spun off,0,22
15614,1998,5,1998-05-10,catalunya,hakkinen,1968-09-28,Finnish,mclaren,1,5618300.0,Finished,10,1
15615,1998,5,1998-05-10,catalunya,coulthard,1971-03-27,British,mclaren,2,5627739.0,Finished,6,2
15616,1998,5,1998-05-10,catalunya,michael_schumacher,1969-01-03,German,ferrari,3,5665395.0,Finished,4,3
15617,1998,5,1998-05-10,catalunya,wurz,1974-02-15,Austrian,benetton,5,5680838.0,Finished,3,4
15618,1998,5,1998-05-10,catalunya,barrichello,1972-05-23,Brazilian,stewart,9,,+1 Lap,2,5
15619,1998,5,1998-05-10,catalunya,villeneuve,1971-04-09,Canadian,williams,10,,+1 Lap,1,6
15620,1998,5,1998-05-10,catalunya,herbert,1964-06-25,British,sauber,7,,+1 Lap,0,7
15621,1998,5,1998-05-10,catalunya,frentzen,1967-05-18,German,williams,13,,+2 Laps,0,8
15622,1998,5,1998-05-10,catalunya,trulli,1974-07-13,Italian,prost,16,,+2 Laps,0,9
15623,1998,5,1998-05-10,catalunya,alesi,1964-06-11,French,sauber,14,,+2 Laps,0,10
15624,1998,5,1998-05-10,catalunya,ralf_schumacher,1975-06-30,German,jordan,11,,+2 Laps,0,11
15625,1998,5,1998-05-10,catalunya,magnussen,1973-07-04,Danish,stewart,18,,+2 Laps,0,12
15626,1998,5,1998-05-10,catalunya,takagi,1974-02-12,Japanese,tyrrell,21,,+2 Laps,0,13
15627,1998,5,1998-05-10,catalunya,nakano,1971-04-01,Japanese,minardi,20,,+2 Laps,0,14
15628,1998,5,1998-05-10,catalunya,tuero,1978-04-22,Argentine,minardi,19,,+2 Laps,0,15
15629,1998,5,1998-05-10,catalunya,panis,1966-09-02,French,prost,12,,+5 Laps,0,16
15630,1998,5,1998-05-10,catalunya,damon_hill,1960-09-17,British,jordan,8,,Engine,0,17
15631,1998,5,1998-05-10,catalunya,irvine,1965-11-10,British,ferrari,6,,Collision,0,18
15632,1998,5,1998-05-10,catalunya,fisichella,1973-01-14,Italian,benetton,4,,Collision,0,19
15633,1998,5,1998-05-10,catalunya,salo,1966-11-30,Finnish,arrows,17,,Engine,0,20
15634,1998,5,1998-05-10,catalunya,diniz,1970-05-22,Brazilian,arrows,15,,Engine,0,21
15635,1998,6,1998-05-24,monaco,hakkinen,1968-09-28,Finnish,mclaren,1,6684400.0,Finished,10,1
15636,1998,6,1998-05-24,monaco,fisichella,1973-01-14,Italian,benetton,3,6695875.0,Finished,6,2
15637,1998,6,1998-05-24,monaco,irvine,1965-11-10,British,ferrari,7,6725778.0,Finished,4,3
15638,1998,6,1998-05-24,monaco,salo,1966-11-30,Finnish,arrows,8,6744763.0,Finished,3,4
15639,1998,6,1998-05-24,monaco,villeneuve,1971-04-09,Canadian,williams,13,,+1 Lap,2,5
15640,1998,6,1998-05-24,monaco,diniz,1970-05-22,Brazilian,arrows,12,,+1 Lap,1,6
15641,1998,6,1998-05-24,monaco,herbert,1964-06-25,British,sauber,9,,+1 Lap,0,7
15642,1998,6,1998-05-24,monaco,damon_hill,1960-09-17,British,jordan,15,,+2 Laps,0,8
15643,1998,6,1998-05-24,monaco,nakano,1971-04-01,Japanese,minardi,19,,+2 Laps,0,9
15644,1998,6,1998-05-24,monaco,michael_schumacher,1969-01-03,German,ferrari,4,,+2 Laps,0,10
15645,1998,6,1998-05-24,monaco,takagi,1974-02-12,Japanese,tyrrell,20,,+2 Laps,0,11
15646,1998,6,1998-05-24,monaco,alesi,1964-06-11,French,sauber,11,,Gearbox,0,12
15647,1998,6,1998-05-24,monaco,trulli,1974-07-13,Italian,prost,10,,Gearbox,0,13
15648,1998,6,1998-05-24,monaco,panis,1966-09-02,French,prost,18,,Wheel,0,14
15649,1998,6,1998-05-24,monaco,ralf_schumacher,1975-06-30,German,jordan,16,,Suspension,0,15
15650,1998,6,1998-05-24,monaco,wurz,1974-02-15,Austrian,benetton,6,,Spun off,0,16
15651,1998,6,1998-05-24,monaco,magnussen,1973-07-04,Danish,stewart,17,,Suspension,0,17
15652,1998,6,1998-05-24,monaco,coulthard,1971-03-27,British,mclaren,2,,Engine,0,18
15653,1998,6,1998-05-24,monaco,barrichello,1972-05-23,Brazilian,stewart,14,,Suspension,0,19
15654,1998,6,1998-05-24,monaco,frentzen,1967-05-18,German,williams,5,,Collision,0,20
15655,1998,6,1998-05-24,monaco,tuero,1978-04-22,Argentine,minardi,21,,Spun off,0,21
15656,1998,6,1998-05-24,monaco,rosset,1968-07-27,Brazilian,tyrrell,0,,Did not qualify,0,22
15657,1998,7,1998-06-07,villeneuve,michael_schumacher,1969-01-03,German,ferrari,3,6057300.0,Finished,10,1
15658,1998,7,1998-06-07,villeneuve,fisichella,1973-01-14,Italian,benetton,4,6073962.0,Finished,6,2
15659,1998,7,1998-06-07,villeneuve,irvine,1965-11-10,British,ferrari,8,6117359.0,Finished,4,3
15660,1998,7,1998-06-07,villeneuve,wurz,1974-02-15,Austrian,benetton,11,6120532.0,Finished,3,4
15661,1998,7,1998-06-07,villeneuve,barrichello,1972-05-23,Brazilian,stewart,13,6138813.0,Finished,2,5
15662,1998,7,1998-06-07,villeneuve,magnussen,1973-07-04,Danish,stewart,20,,+1 Lap,1,6
15663,1998,7,1998-06-07,villeneuve,nakano,1971-04-01,Japanese,minardi,18,,+1 Lap,0,7
15664,1998,7,1998-06-07,villeneuve,rosset,1968-07-27,Brazilian,tyrrell,22,,+1 Lap,0,8
15665,1998,7,1998-06-07,villeneuve,diniz,1970-05-22,Brazilian,arrows,19,,+1 Lap,0,9
15666,1998,7,1998-06-07,villeneuve,villeneuve,1971-04-09,Canadian,williams,6,,+6 Laps,0,10
15667,1998,7,1998-06-07,villeneuve,tuero,1978-04-22,Argentine,minardi,21,,Electrical,0,11
15668,1998,7,1998-06-07,villeneuve,damon_hill,1960-09-17,British,jordan,10,,Electrical,0,12
15669,1998,7,1998-06-07,villeneuve,panis,1966-09-02,French,prost,15,,Spun off,0,13
15670,1998,7,1998-06-07,villeneuve,frentzen,1967-05-18,German,williams,7,,Spun off,0,14
15671,1998,7,1998-06-07,villeneuve,coulthard,1971-03-27,British,mclaren,1,,Throttle,0,15
15672,1998,7,1998-06-07,villeneuve,herbert,1964-06-25,British,sauber,12,,Spun off,0,16
15673,1998,7,1998-06-07,villeneuve,salo,1966-11-30,Finnish,arrows,17,,Accident,0,17
15674,1998,7,1998-06-07,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,2,,Gearbox,0,18
15675,1998,7,1998-06-07,villeneuve,ralf_schumacher,1975-06-30,German,jordan,5,,Gearbox,0,19
15676,1998,7,1998-06-07,villeneuve,alesi,1964-06-11,French,sauber,9,,Collision,0,20
15677,1998,7,1998-06-07,villeneuve,trulli,1974-07-13,Italian,prost,14,,Collision,0,21
15678,1998,7,1998-06-07,villeneuve,takagi,1974-02-12,Japanese,tyrrell,16,,Transmission,0,22
15679,1998,8,1998-06-28,magny_cours,michael_schumacher,1969-01-03,German,ferrari,2,5685000.0,Finished,10,1
15680,1998,8,1998-06-28,magny_cours,irvine,1965-11-10,British,ferrari,4,5704575.0,Finished,6,2
15681,1998,8,1998-06-28,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,1,5704747.0,Finished,4,3
15682,1998,8,1998-06-28,magny_cours,villeneuve,1971-04-09,Canadian,williams,5,5751965.0,Finished,3,4
15683,1998,8,1998-06-28,magny_cours,wurz,1974-02-15,Austrian,benetton,10,,+1 Lap,2,5
15684,1998,8,1998-06-28,magny_cours,coulthard,1971-03-27,British,mclaren,3,,+1 Lap,1,6
15685,1998,8,1998-06-28,magny_cours,alesi,1964-06-11,French,sauber,11,,+1 Lap,0,7
15686,1998,8,1998-06-28,magny_cours,herbert,1964-06-25,British,sauber,13,,+1 Lap,0,8
15687,1998,8,1998-06-28,magny_cours,fisichella,1973-01-14,Italian,benetton,9,,+1 Lap,0,9
15688,1998,8,1998-06-28,magny_cours,barrichello,1972-05-23,Brazilian,stewart,14,,+2 Laps,0,10
15689,1998,8,1998-06-28,magny_cours,panis,1966-09-02,French,prost,16,,+2 Laps,0,11
15690,1998,8,1998-06-28,magny_cours,verstappen,1972-03-04,Dutch,stewart,15,,+2 Laps,0,12
15691,1998,8,1998-06-28,magny_cours,salo,1966-11-30,Finnish,arrows,19,,+2 Laps,0,13
15692,1998,8,1998-06-28,magny_cours,diniz,1970-05-22,Brazilian,arrows,17,,+2 Laps,0,14
15693,1998,8,1998-06-28,magny_cours,frentzen,1967-05-18,German,williams,8,,Suspension,0,15
15694,1998,8,1998-06-28,magny_cours,ralf_schumacher,1975-06-30,German,jordan,6,,+3 Laps,0,16
15695,1998,8,1998-06-28,magny_cours,nakano,1971-04-01,Japanese,minardi,21,,Engine,0,17
15696,1998,8,1998-06-28,magny_cours,takagi,1974-02-12,Japanese,tyrrell,20,,Engine,0,18
15697,1998,8,1998-06-28,magny_cours,trulli,1974-07-13,Italian,prost,12,,Spun off,0,19
15698,1998,8,1998-06-28,magny_cours,tuero,1978-04-22,Argentine,minardi,22,,Gearbox,0,20
15699,1998,8,1998-06-28,magny_cours,damon_hill,1960-09-17,British,jordan,7,,Hydraulics,0,21
15700,1998,8,1998-06-28,magny_cours,rosset,1968-07-27,Brazilian,tyrrell,18,,Hydraulics,0,22
15701,1998,9,1998-07-12,silverstone,michael_schumacher,1969-01-03,German,ferrari,2,6422400.0,Finished,10,1
15702,1998,9,1998-07-12,silverstone,hakkinen,1968-09-28,Finnish,mclaren,1,6444865.0,Finished,6,2
15703,1998,9,1998-07-12,silverstone,irvine,1965-11-10,British,ferrari,5,6451599.0,Finished,4,3
15704,1998,9,1998-07-12,silverstone,wurz,1974-02-15,Austrian,benetton,11,,+1 Lap,3,4
15705,1998,9,1998-07-12,silverstone,fisichella,1973-01-14,Italian,benetton,10,,+1 Lap,2,5
15706,1998,9,1998-07-12,silverstone,ralf_schumacher,1975-06-30,German,jordan,21,,+1 Lap,1,6
15707,1998,9,1998-07-12,silverstone,villeneuve,1971-04-09,Canadian,williams,3,,+1 Lap,0,7
15708,1998,9,1998-07-12,silverstone,nakano,1971-04-01,Japanese,minardi,19,,+2 Laps,0,8
15709,1998,9,1998-07-12,silverstone,takagi,1974-02-12,Japanese,tyrrell,17,,+4 Laps,0,9
15710,1998,9,1998-07-12,silverstone,alesi,1964-06-11,French,sauber,8,,Electrical,0,10
15711,1998,9,1998-07-12,silverstone,diniz,1970-05-22,Brazilian,arrows,12,,Spun off,0,11
15712,1998,9,1998-07-12,silverstone,panis,1966-09-02,French,prost,22,,Spun off,0,12
15713,1998,9,1998-07-12,silverstone,barrichello,1972-05-23,Brazilian,stewart,16,,Spun off,0,13
15714,1998,9,1998-07-12,silverstone,verstappen,1972-03-04,Dutch,stewart,15,,Engine,0,14
15715,1998,9,1998-07-12,silverstone,coulthard,1971-03-27,British,mclaren,4,,Spun off,0,15
15716,1998,9,1998-07-12,silverstone,trulli,1974-07-13,Italian,prost,14,,Spun off,0,16
15717,1998,9,1998-07-12,silverstone,rosset,1968-07-27,Brazilian,tyrrell,20,,Spun off,0,17
15718,1998,9,1998-07-12,silverstone,tuero,1978-04-22,Argentine,minardi,18,,Spun off,0,18
15719,1998,9,1998-07-12,silverstone,herbert,1964-06-25,British,sauber,9,,Spun off,0,19
15720,1998,9,1998-07-12,silverstone,salo,1966-11-30,Finnish,arrows,13,,Throttle,0,20
15721,1998,9,1998-07-12,silverstone,frentzen,1967-05-18,German,williams,6,,Spun off,0,21
15722,1998,9,1998-07-12,silverstone,damon_hill,1960-09-17,British,jordan,7,,Spun off,0,22
15723,1998,10,1998-07-26,red_bull_ring,hakkinen,1968-09-28,Finnish,mclaren,3,5444000.0,Finished,10,1
15724,1998,10,1998-07-26,red_bull_ring,coulthard,1971-03-27,British,mclaren,14,5449289.0,Finished,6,2
15725,1998,10,1998-07-26,red_bull_ring,michael_schumacher,1969-01-03,German,ferrari,4,5483092.0,Finished,4,3
15726,1998,10,1998-07-26,red_bull_ring,irvine,1965-11-10,British,ferrari,8,5487976.0,Finished,3,4
15727,1998,10,1998-07-26,red_bull_ring,ralf_schumacher,1975-06-30,German,jordan,9,5494654.0,Finished,2,5
15728,1998,10,1998-07-26,red_bull_ring,villeneuve,1971-04-09,Canadian,williams,11,5497202.0,Finished,1,6
15729,1998,10,1998-07-26,red_bull_ring,damon_hill,1960-09-17,British,jordan,15,5517624.0,Finished,0,7
15730,1998,10,1998-07-26,red_bull_ring,herbert,1964-06-25,British,sauber,18,,+1 Lap,0,8
15731,1998,10,1998-07-26,red_bull_ring,wurz,1974-02-15,Austrian,benetton,17,,+1 Lap,0,9
15732,1998,10,1998-07-26,red_bull_ring,trulli,1974-07-13,Italian,prost,16,,+1 Lap,0,10
15733,1998,10,1998-07-26,red_bull_ring,nakano,1971-04-01,Japanese,minardi,21,,+1 Lap,0,11
15734,1998,10,1998-07-26,red_bull_ring,rosset,1968-07-27,Brazilian,tyrrell,22,,+2 Laps,0,12
15735,1998,10,1998-07-26,red_bull_ring,verstappen,1972-03-04,Dutch,stewart,12,,Engine,0,13
15736,1998,10,1998-07-26,red_bull_ring,tuero,1978-04-22,Argentine,minardi,19,,Spun off,0,14
15737,1998,10,1998-07-26,red_bull_ring,fisichella,1973-01-14,Italian,benetton,1,,Collision,0,15
15738,1998,10,1998-07-26,red_bull_ring,alesi,1964-06-11,French,sauber,2,,Collision,0,16
15739,1998,10,1998-07-26,red_bull_ring,frentzen,1967-05-18,German,williams,7,,Engine,0,17
15740,1998,10,1998-07-26,red_bull_ring,barrichello,1972-05-23,Brazilian,stewart,5,,Brakes,0,18
15741,1998,10,1998-07-26,red_bull_ring,diniz,1970-05-22,Brazilian,arrows,13,,Collision,0,19
15742,1998,10,1998-07-26,red_bull_ring,salo,1966-11-30,Finnish,arrows,6,,Collision,0,20
15743,1998,10,1998-07-26,red_bull_ring,panis,1966-09-02,French,prost,10,,Clutch,0,21
15744,1998,10,1998-07-26,red_bull_ring,takagi,1974-02-12,Japanese,tyrrell,20,,Collision,0,22
15745,1998,11,1998-08-02,hockenheimring,hakkinen,1968-09-28,Finnish,mclaren,1,4848000.0,Finished,10,1
15746,1998,11,1998-08-02,hockenheimring,coulthard,1971-03-27,British,mclaren,2,4848426.0,Finished,6,2
15747,1998,11,1998-08-02,hockenheimring,villeneuve,1971-04-09,Canadian,williams,3,4850577.0,Finished,4,3
15748,1998,11,1998-08-02,hockenheimring,damon_hill,1960-09-17,British,jordan,5,4855185.0,Finished,3,4
15749,1998,11,1998-08-02,hockenheimring,michael_schumacher,1969-01-03,German,ferrari,9,4860613.0,Finished,2,5
15750,1998,11,1998-08-02,hockenheimring,ralf_schumacher,1975-06-30,German,jordan,4,4877738.0,Finished,1,6
15751,1998,11,1998-08-02,hockenheimring,fisichella,1973-01-14,Italian,benetton,8,4879026.0,Finished,0,7
15752,1998,11,1998-08-02,hockenheimring,irvine,1965-11-10,British,ferrari,6,4879649.0,Finished,0,8
15753,1998,11,1998-08-02,hockenheimring,frentzen,1967-05-18,German,williams,10,4880784.0,Finished,0,9
15754,1998,11,1998-08-02,hockenheimring,alesi,1964-06-11,French,sauber,11,4896371.0,Finished,0,10
15755,1998,11,1998-08-02,hockenheimring,wurz,1974-02-15,Austrian,benetton,7,4905994.0,Finished,0,11
15756,1998,11,1998-08-02,hockenheimring,trulli,1974-07-13,Italian,prost,14,,+1 Lap,0,12
15757,1998,11,1998-08-02,hockenheimring,takagi,1974-02-12,Japanese,tyrrell,15,,+1 Lap,0,13
15758,1998,11,1998-08-02,hockenheimring,salo,1966-11-30,Finnish,arrows,17,,+1 Lap,0,14
15759,1998,11,1998-08-02,hockenheimring,panis,1966-09-02,French,prost,16,,+1 Lap,0,15
15760,1998,11,1998-08-02,hockenheimring,tuero,1978-04-22,Argentine,minardi,21,,+2 Laps,0,16
15761,1998,11,1998-08-02,hockenheimring,herbert,1964-06-25,British,sauber,12,,Gearbox,0,17
15762,1998,11,1998-08-02,hockenheimring,nakano,1971-04-01,Japanese,minardi,20,,Gearbox,0,18
15763,1998,11,1998-08-02,hockenheimring,barrichello,1972-05-23,Brazilian,stewart,13,,Gearbox,0,19
15764,1998,11,1998-08-02,hockenheimring,verstappen,1972-03-04,Dutch,stewart,19,,Gearbox,0,20
15765,1998,11,1998-08-02,hockenheimring,diniz,1970-05-22,Brazilian,arrows,18,,Throttle,0,21
15766,1998,12,1998-08-16,hungaroring,michael_schumacher,1969-01-03,German,ferrari,3,6326400.0,Finished,10,1
15767,1998,12,1998-08-16,hungaroring,coulthard,1971-03-27,British,mclaren,2,6335833.0,Finished,6,2
15768,1998,12,1998-08-16,hungaroring,villeneuve,1971-04-09,Canadian,williams,6,6370844.0,Finished,4,3
15769,1998,12,1998-08-16,hungaroring,damon_hill,1960-09-17,British,jordan,4,6381476.0,Finished,3,4
15770,1998,12,1998-08-16,hungaroring,frentzen,1967-05-18,German,williams,7,6382910.0,Finished,2,5
15771,1998,12,1998-08-16,hungaroring,hakkinen,1968-09-28,Finnish,mclaren,1,,+1 Lap,1,6
15772,1998,12,1998-08-16,hungaroring,alesi,1964-06-11,French,sauber,11,,+1 Lap,0,7
15773,1998,12,1998-08-16,hungaroring,fisichella,1973-01-14,Italian,benetton,8,,+1 Lap,0,8
15774,1998,12,1998-08-16,hungaroring,ralf_schumacher,1975-06-30,German,jordan,10,,+1 Lap,0,9
15775,1998,12,1998-08-16,hungaroring,herbert,1964-06-25,British,sauber,15,,+1 Lap,0,10
15776,1998,12,1998-08-16,hungaroring,diniz,1970-05-22,Brazilian,arrows,12,,+3 Laps,0,11
15777,1998,12,1998-08-16,hungaroring,panis,1966-09-02,French,prost,20,,+3 Laps,0,12
15778,1998,12,1998-08-16,hungaroring,verstappen,1972-03-04,Dutch,stewart,17,,+3 Laps,0,13
15779,1998,12,1998-08-16,hungaroring,takagi,1974-02-12,Japanese,tyrrell,18,,+3 Laps,0,14
15780,1998,12,1998-08-16,hungaroring,nakano,1971-04-01,Japanese,minardi,19,,+3 Laps,0,15
15781,1998,12,1998-08-16,hungaroring,wurz,1974-02-15,Austrian,benetton,9,,Gearbox,0,16
15782,1998,12,1998-08-16,hungaroring,barrichello,1972-05-23,Brazilian,stewart,14,,Gearbox,0,17
15783,1998,12,1998-08-16,hungaroring,trulli,1974-07-13,Italian,prost,16,,Engine,0,18
